sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,AMDMNOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
11/1/15,-6.54E-05,-0.000504044,0.002230847,-0.002092388,0.004097223,-0.007711055,-0.004934999,-0.007260611,-0.00395271,-0.008525218,-0.002620141,-0.015004395,-0.011318179,-0.007599406,0.002580735,-0.003025542,-0.046986202,0.001511187,-0.2445,-65,-0.015230119,0.001881576,0.001452919,0.1,0.4,0.00420699,0.008309691,0.001494992,0.049104432,-0.02664287,0.005602256,0.001660763,0.001573964,-0.020381618,0.007759643,-0.000404547,-0.001803427,0.001958012,0.001674661,0.001374111,0.00015577,0.001249586,0.00146807,0.001132837,41.2,0,41.8,7.06646697,4.836281907,5.117993812,6.408528791,5.605802066,7.126087273,4.812184355,5.323009979,6.418364936,5.713732806,-0.01250531,-0.003209034,-0.002047808,0,0.030114769,0.004635032,0.006082236,-0.021250179,-0.033425261,-0.033175285,0.000883778,0.004510542,-0.001097243,0.000673307,0.004547433,0.027857726,-0.0426055,0.042617057,0,0.05,0.1,0.21,0.22,0.28,0.19,0.11,0.12,0.18,0,0.2,0.36,1.55,2.14,3.94,5.34,0.041552604,0.021386831,-0.009758731,0.015711302,0.003634343,0.004445545,-1.87E-05,-0.034205796,-0.101461227,-0.05460085,0.000204912,0.008669424,0.004655725,-0.003332491,0.00066137,-0.000709668,-0.000173202,0.000574541,0.000299881,0.000504898,0.000755076,-0.00129849,0.000982689,0.001014583,-0.005439927,-0.014339068,0.000497884,-0.003943253,-0.002747733,0.004340628,16.177
12/1/15,0.004258205,0.00385263,0.003658126,-0.001465703,0.004249056,-0.005291607,-0.006055502,-0.007562507,-0.006384517,0.000369698,-0.008365518,-0.010348432,-0.004296318,-0.002456597,0.000364122,-0.002830513,-0.029123038,-0.011032506,-0.2391,137,0.025718414,0.003626017,0.004439393,-0.1,0,0.007111513,-0.046810418,0.003578888,-0.032737454,0.025233426,0.009267907,0.001909619,0.001368856,-0.015022816,0.004838231,0.000404547,-0.000773894,0.002387931,0.001996171,0.001223968,-0.000294253,0.000254826,0.000977517,0.000724342,41.3,0.1,41.8,7.044032897,5.043425117,5.099866428,6.37331979,5.484796933,7.099201744,5.147494477,5.147494477,6.411818268,5.552959585,-0.026091969,-0.003005527,-0.00195057,0.02,-0.016446388,-0.002577068,0.005795102,-0.030251783,-0.045336834,-0.043295241,-0.004887354,-0.003058502,-0.040032047,-0.006234324,-0.012837867,-0.011731389,0.0410435,0.004543612,0.12,0.24,0.11,0.17,0.17,0.03,-0.02,-0.09,0,0.3,-0.01,0.25,0.41,1.46,2,3.73,5.22,-0.014664336,-0.00825457,-0.014117882,0.032160448,-0.007811584,-0.010909591,-0.007124618,0.005446839,-0.046730115,0.04098106,-0.002270037,-0.000668467,-0.010803768,-0.002299576,-0.00393239,3.24E-05,-0.00105959,-0.00259494,-0.003320791,-0.002267311,-0.001423047,0.00034704,-0.00565383,-0.000401948,0.002704937,-0.00196951,0.00298929,-0.112975939,-0.191925832,0.000796735,18.3855
1/1/16,0.000774666,0.000627594,0.001027014,0.000675809,-0.007374013,0.005562244,0.006967442,0.008418435,0.014417846,0.012452879,0.014996092,-7.04E-05,0.00371673,0.000972121,0.006711948,0.004198699,0.061159648,0.012085496,0.2846,167,0.049033848,0.001549089,0.003490916,-0.2,1.2,-0.102169835,0.044193757,-0.043194062,-0.081125545,-0.021863989,0.031241189,0.000754448,0.000405227,-0.020240953,0.000150818,0.001697313,0.00154719,0.001949529,0.000810314,-0.000222428,0.000259639,0.001565752,0.002439621,0.000769039,41.4,0,41.9,6.995766156,4.955827058,4.990432587,6.32256524,5.505331536,7.065613364,4.465908119,5.288267031,6.34738921,5.752572639,0.042452125,0.002392363,3.84E-06,0.01,-0.004015026,0.005445932,0.010614143,0.03229009,0.052952309,0.050720227,0.002017228,-0.000999543,0.041197984,0.000717731,-0.068232306,-0.065101854,0.1576768,-0.055335982,0.1,0.03,0.03,-0.06,-0.11,-0.18,-0.15,0.03,-0.01,0.23,-0.08,0.09,0.2,1.18,1.75,3.66,5.11,0.013078607,-0.028428402,-0.040110235,0.035460898,0.004155505,0.005931377,0.000422078,0.036374161,-0.028302935,0.000521986,0.000617584,-0.010835604,-0.000947749,0.002103585,-0.000316271,-0.000752448,0.001067055,0.000401548,0.000415334,0.000473774,0.001326376,0.002919486,0.000193743,0.001418313,-0.003156711,-0.001571709,-6.19E-06,0.113703295,0.192083174,-0.00636954,23.5714
2/1/16,0.00062966,-0.000407891,0.006577168,0.00804301,0.010593209,-0.005183993,-0.004024207,-0.004840151,-0.001677422,-0.002479007,-0.001440523,-0.004805862,-0.006719005,-0.002890008,-0.002073244,-0.003371216,0.008141959,0.040853493,-0.2954,-242,-0.039096199,0.002271868,0.001896603,0.1,0.3,0.031359079,-0.046021076,0.029404875,0.023489553,0.032619295,-0.04704812,0.001479301,-0.00152045,-0.031682267,0.001356341,-0.001454663,-0.001805287,-0.000865988,0.001958246,0.002407007,-0.000190395,0.003079788,0.00036543,0.001084697,41.1,0,41.8,7.110696123,4.406719247,5.342334252,6.43775165,5.733341277,7.06646697,4.828313737,5.176149733,6.342121419,5.710427017,-0.042925857,-0.005358552,-0.002564355,-0.01,0.009892676,-0.004111398,0.007367215,0.032121978,0.04538749,0.045664106,0.006232168,0.001638031,4.74E-05,0.000930655,-0.008148401,-0.003429028,0.025479,0.006186872,0.04,-0.03,0.05,0.01,-0.01,-0.3,-0.31,-0.04,-0.11,0.16,-0.07,0.06,0.15,0.84,1.4,3.58,4.96,-0.016198734,-0.031013307,-0.007112505,-0.029354009,-0.004747461,-0.007065188,0.003236412,-0.012908411,0.116476335,0.050674961,-0.000872011,0.015475766,-0.009522162,0.002764198,-0.001807361,0.003091154,-0.000346771,-0.001069521,-0.00102525,-0.001216855,-0.001132881,-0.001907366,-0.001448689,-0.000950217,0,-0.002758154,-6.16E-06,-0.003463859,-0.004341905,0.000833661,22.5028
3/1/16,1.17E-05,-6.28E-05,-0.003877123,0.0003638,-0.003336735,-0.00767489,-0.007221758,-0.008053979,-0.00790002,-0.001291274,-0.009863328,-0.006495575,-0.00828894,-0.004650559,0.003667882,-0.00080636,-0.093907011,0.006117067,-0.1055,359,0.020722093,0.003391871,0.001846723,0.1,-1.1,0.079113004,-0.008725658,0.019725684,-0.012981576,0.036982073,-0.013207739,0.00165116,-0.000253633,-0.030994694,0.005706578,-0.001861821,-0.002714057,-0.000433276,0.001954419,0.002179817,0.000519175,0.002475993,0.001946709,0.001805218,41,0,41.8,7.01301579,5.030437921,5.081404365,6.285998095,5.560681631,7.019296654,4.584967479,5.214935758,6.350885717,5.572154032,-0.002173764,-0.003822338,0.003487252,0,-0.002225989,-0.000947894,0.001965528,-0.014156208,-0.025144623,-0.025513881,0.004230249,-0.000151802,0.000611311,0.000664275,0.06061504,0.058748253,-0.1253548,0.068977188,-0.02,0.01,-0.02,0.02,0.13,0.16,0.11,-0.14,-0.21,0.19,-0.07,0.1,0.3,1.02,1.53,3.46,4.77,-0.011048716,-0.014799837,-0.002873263,-0.042266588,0.009474284,0.014093503,0.010586099,0.033032486,0.257743824,-0.010437258,0.004460453,-0.007603275,0.034978816,-0.004236779,0.011698483,-0.00139547,0.000194149,0.00573359,0.006984949,0.005261824,0.002931985,-0.001297545,0.012799615,0.000616503,0.00673101,0.01725627,0.00098104,0.005911299,0.006918043,0.001113453,15.6595
4/1/16,-0.001367457,-0.00153903,0.003011776,-0.001175012,0.003230627,0.003030908,0.004752001,0.005630142,0.009998831,0.012159415,0.009354412,-0.001605354,0.00073487,0.001390673,-0.009191541,-0.001619711,0.109130074,-0.019501348,-0.1694,-326,-0.050527716,-0.000238753,-0.000952721,0.1,-0.4,0.069846854,-0.016744577,-0.00653209,0.051772274,-0.038378397,0.010392158,0.001370411,0.001064828,-0.019931062,0.003587448,0.000890869,0.000517531,0.001515644,0.001419,0.000774722,0.000899265,3.79E-05,0.003034167,0.000270502,41.1,0,41.8,7.058758153,4.779123493,5.332718793,6.398594935,5.463831805,7.056175284,4.709530201,5.231108617,6.357842267,5.65248918,0.052476325,0.005289868,0.003315722,0,0.005988517,0.00191329,0.003185767,-0.013228551,-0.016561274,-0.01656211,-0.009216379,-0.00223213,-0.000531271,0.000644928,0.026158968,0.026787009,-0.0467202,0.033873034,0.01,0,-0.06,-0.09,-0.1,-0.12,-0.08,-0.2,-0.34,0.18,-0.14,0,0.19,0.89,1.44,3.25,4.42,-0.018205697,-0.030384802,0.004900598,-0.031334156,0.001046531,-1.24E-05,0.001658436,0.011137509,-0.132083356,-0.034860873,0.000693434,-4.79E-05,0.000347124,0.001568139,0.000883446,-0.000695889,0.000528514,0.000282827,0.000838216,0.000611294,0.000987231,0.005748162,0.000168503,0.000483464,-0.002268709,-0.012934354,0.002443268,-0.000971295,-0.000998078,0.00293315,14.216
5/1/16,-0.000243499,-0.000495192,0.001575284,-0.005263592,0.004116685,-0.002306684,-0.002468789,-0.003012241,-0.003425709,-0.013016814,-0.000549644,-0.002262129,-0.002111771,0.001065951,0.001862313,-0.000743791,-0.010699343,0.005323131,-0.1023,-26,0.035615582,-0.002245814,0.000383844,-0.3,-1,-0.136067926,0.060072654,-0.105128854,-0.098126383,-0.109145551,0.031454952,0.000284977,-0.002283164,-0.01805627,-0.001941603,-0.001701439,-0.003109214,0.000648859,0.000692644,0.000700422,-0.000276611,0.000379391,0.001453137,0.000675935,41.1,0,41.9,7.045776577,4.418840608,5.252273428,6.391917113,5.624017506,7.094234846,4.663439094,5.18178355,6.37502482,5.811140993,-0.029271292,0.000708813,0.002819791,0,-0.001860097,-0.00173159,0.002912961,-0.002880456,-0.004460278,-0.004353601,0.000450611,0.002274962,-0.000132722,0.000737542,-0.004824826,-0.007972202,0.019631,0.002429439,0,0.02,0.04,0.04,0.03,0.04,0,0.03,-0.11,0.2,-0.1,0.04,0.22,0.93,1.44,3.28,4.31,0.01473418,-0.006445077,0.014215127,0.00985918,0.000513493,0.001487277,0.001636377,0.007448456,0.054719973,0.010105447,-0.001462021,0.007811933,-0.010023266,-0.000618851,-0.004371339,-0.000448977,0.000326613,-0.001314472,-0.002649084,-0.00153812,-0.00181731,-0.006261772,-0.005812077,8.46E-05,-0.001794447,0.005423663,-0.004922232,0.00231813,0.000902189,0.000616224,14.7401
6/1/16,0.000857053,0.001280707,0.004203766,0.005873662,0.010549363,0.004743866,0.00462034,0.005972121,0.009009622,0.021092832,0.005381774,0.000639497,0.004889555,0.004334851,-0.005667906,0.00211704,0.036639281,0.019793493,0.1168,-35,-0.013488749,0.001151845,0.000601941,0.1,1.1,0.05666752,-0.030951114,0.026450522,0.018979332,0.031196598,-0.034278483,0.001791406,0.001015383,-0.016732674,0.001792383,0.001458553,-0.000389332,0.004530263,0.001914353,0.001141742,-0.000639956,0.001831699,0.001934237,-0.000856261,41.2,0,41.8,7.092573716,4.753590191,5.252273428,6.381816017,5.720311777,7.096721378,4.770684624,5.164785974,6.418364936,5.710427017,-0.058600688,-0.009694432,0.000523065,-0.02,-0.009528403,-9.78E-05,0.002417882,0.006571773,0.010830676,0.010659889,-0.005854864,-0.00117499,-0.001622395,0.000232674,0.008839805,0.012715943,-0.009583,0.015332959,0.01,-0.02,0,-0.01,-0.04,-0.13,-0.17,-0.15,-0.15,0.17,-0.11,0.02,0.17,0.79,1.26,3.12,4.15,-0.0084224,-0.032656649,-0.022771779,-0.003947526,0.003109958,0.002952719,0.001059078,-0.008290482,-0.093550405,0.003503031,0.000410806,-0.010734432,0.003932114,0.000774264,0.001561674,-0.001467472,-0.000273535,0.00033835,0.000683685,0.000373626,0.000420262,-0.002323137,0.004845931,-0.000520827,0.002204802,0.000729532,0.001955031,0.001531289,-0.000945383,-0.001759842,18.5502
7/1/16,0.003750579,0.004090402,0.001077601,-0.001140806,-0.002292246,0.001625204,0.00130038,-0.000665058,-0.001421126,0.003451424,-0.00289746,0.00061391,0.002039286,0.001842603,0.001222506,0.001035736,0.007990022,0.00273743,0.0416,220,0.03878709,0.001426951,0.002186429,-0.1,-0.2,-0.083980612,0.038870205,0.01978367,0.089842341,-0.021889395,-0.022301506,0.002570402,0.00258457,-0.00697214,0.005061041,0.001779792,0.001815589,0.001720431,0.002568158,0.001691799,0.000259491,0.001204565,0.002653481,0.004902301,41.3,0,42,7.122059882,4.890349128,5.062595033,6.466144724,5.720311777,7.088408779,4.700480366,5.278114659,6.419994928,5.627621114,0.040445149,-0.002259078,0.000707146,0.01,-0.002652768,-0.000507499,0.005172216,-0.011079951,-0.016773481,-0.016483361,0.002041414,0.000273708,0.001075859,0.000180145,0.030719744,0.03318632,-0.05570275,0.04064196,0.01,0.07,0.03,-0.01,-0.04,-0.1,-0.14,-0.22,-0.31,0.23,-0.09,0,0.12,0.68,1.11,2.89,3.83,0.013828645,-0.01107093,-0.077826387,0.012179292,-0.006779687,-0.006969652,-0.004410367,-0.021028829,-0.131008027,0.01781602,-0.003275939,0.000274376,-0.022150961,0.001595496,-0.008623918,0.00196733,-0.000327766,-0.003891757,-0.004459524,-0.00371986,-0.001489775,0.002628458,-0.010475868,0.000634846,-0.003989264,-0.006163937,-0.001470936,-0.000859685,-3.56E-06,0.004815363,13.0704
8/1/16,0.000831325,0.000469091,0.000796135,0.00788643,0.001479329,-0.001082163,-0.000263563,0.001074957,0.001742666,-0.005580551,0.00397584,-0.002587269,-0.002187444,-0.005427124,-0.003263007,-0.00375184,0.02432976,0.008135913,-0.3098,-285,-0.050947816,0.002308977,0.001483518,0.1,-0.6,0.036545957,0.030213779,-0.032758228,-0.110648157,0.013800372,0.015682096,0.000988986,-0.00136747,-0.007188863,0.000148467,-0.001941748,-0.002724621,-0.000644815,0.001361656,0.001505499,0.000501492,0.000718264,0.001805163,-0.000224351,41.1,0,41.8,7.065613364,4.8978398,5.135798437,6.349138991,5.686975356,7.090909822,4.828313737,5.247024072,6.385194399,5.680172609,0.005229494,-0.001630141,0.000353929,0,0.022361255,0.001991357,0.004812034,0.025599529,0.041147585,0.04103507,-0.006547446,2.46E-06,0.001049082,0.000646956,0.013212162,0.012811787,-0.012352035,0.015499217,0.01,0.11,0,0.05,0.06,0.06,0.06,0.04,0.02,0.33,-0.1,0.04,0.17,0.73,1.16,2.92,3.84,-0.012179671,-0.028748609,-0.002515725,-0.004145879,-0.003123376,-0.004958849,-0.003280782,-0.016280867,0.089622519,-0.028959199,0.002351342,0.005251776,0.010868036,0.004744638,0.005757024,6.23E-05,0.000275534,0.002651226,0.003289933,0.002118056,0.001083061,0.000892967,0.006821262,-0.000646427,0.000440235,-5.88E-07,0.000971568,0.018500293,0.007896253,-0.004720086,12.2931
9/1/16,0.002268847,0.002864493,0.002727381,0.001130439,0.006705834,-0.001028583,-0.000931073,-0.002165199,-0.002140628,0.003554592,-0.003850801,-0.004566873,-0.001170711,-0.00210214,0.009294203,0.001889762,-0.032692969,0.007374236,0.1258,191,0.008518232,0.000952154,-0.000118601,0.1,-0.7,0.129145421,-0.027587957,0.017476173,0.079057832,-0.018960343,-0.046610378,0.00199574,0.001468689,-0.003024704,0.004739345,-8.10E-05,-0.000649815,0.00085966,0.002078953,0.00047688,0.002055215,0.000377827,0.000841296,0.001748605,41.3,-0.1,41.9,6.97354302,4.543294782,5.023880521,6.29710932,5.631211782,7.172424577,5.023880521,5.220355825,6.439350371,5.828945618,-0.014163905,-0.004884375,0.001623965,0,-0.019802991,-0.002074589,0.001981244,-0.033045685,-0.054996747,-0.054470914,0.012274224,-0.0009678,-4.37E-05,0.000370913,-0.00913004,-0.011965382,0.021498889,-0.00411344,0,0.02,-0.01,0.02,0.02,0.05,0.07,0.09,0.07,0.35,-0.11,0.06,0.19,0.78,1.23,3.01,3.91,0.002160161,0.005378725,0.00297245,0.008427231,0.007285713,0.009420565,0.004364138,0.007252994,0.008667161,-0.005768965,0.000772261,-0.003975491,0.010294655,-0.008119469,0.004030287,0.000193775,-0.000852193,0.000933022,0.000884644,0.001602963,0.000236903,0.00089961,0.00383163,-0.000942567,0.000438488,0.001911825,-0.001949555,-0.006566912,-0.003611438,0.004076366,14.1336
10/1/16,0.001316385,0.000825822,-0.000541272,0.001514421,0.0018824,0.000850304,-0.001284794,-0.001051024,-0.004640444,0.006524027,-0.008027194,0.005022205,0.003676227,0.005168194,0.000440053,0.001526335,-0.052058386,-0.012742342,0.1116,-277,-0.022049348,-0.000682703,0.000210836,-0.1,0.1,-0.06597545,-0.006577529,0.006077102,0.005054771,0.006702784,0.0169529,0.000813726,0.001416001,-0.00151579,0.00456992,-0.000161996,0,-0.000429738,0.000718632,0.000916439,0.000241513,0.00046579,0.000840588,-0.001255099,41.3,0.2,42,7.180069874,5.075173815,5.262690189,6.431331082,5.826000107,7.134093721,4.787491743,5.278114659,6.388561406,5.837730447,0.080701146,0.011243977,0.000758395,-0.01,-0.000816028,0.000574385,0.002826191,-0.023437674,-0.038147087,-0.036060958,-0.001699868,0.000854472,-0.000676117,0.000339301,-0.006822156,-0.007064972,0.024707632,-0.00533737,0,-0.03,0.04,0.01,0.07,0.09,0.13,0.1,0.07,0.32,-0.07,0.07,0.26,0.87,1.36,3.11,3.98,0.014688147,0.020645212,-0.063625696,0.01085029,0.001532734,0.001935071,-0.001099708,-0.004619521,0.086725104,0.023546318,-0.000279828,0.006665855,-0.000915037,-0.001838336,-0.000502747,-0.000105537,-8.99E-05,-0.000337119,-0.000426932,-0.000137274,0.00047428,-0.000101981,-0.000447793,0.000834668,0.000436171,-7.15E-06,0.000971581,-0.014159427,-0.006368787,-0.002904357,14.5743
11/1/16,0.002245823,0.003125707,0.001613929,0.0003295,-0.000901812,-0.004184502,-0.004903405,-0.006915168,-0.010782771,-0.016784713,-0.00894293,-0.000841422,-0.003241524,-0.004220019,0.006556799,-0.001004885,-0.052532836,0.004248984,-0.0645,380,0.074761372,-0.000620474,0.001060093,-0.2,-0.7,-0.012401978,-0.049604398,-0.053376558,-0.071396719,-0.042514931,-0.04008113,0.000895712,0.001212121,0.006551892,0.003523715,-0.000243043,-0.000780336,0.000644538,0.000845727,-0.000476444,0.00048285,-0.002110377,0.001319499,-0.000807682,41.3,-0.1,41.9,7.038783541,4.406719247,5.365976015,6.361302478,5.579729826,7.114769448,4.753590191,5.220355825,6.393590754,5.802118375,-0.077720284,-0.002982521,0.006267512,0.01,0.004747537,0.000246723,0.004215183,0.060858987,0.09639077,0.093888942,-0.005841478,-0.002659306,-0.000906718,0.000338097,0.010199693,-0.001455771,-0.011113158,0.011599886,0.01,-0.01,0.12,0.1,0.08,0.33,0.38,0.35,0.33,0.3,0.04,0.16,0.33,1.19,1.73,3.45,4.3,0.00877066,0.042723609,0.008238476,0.013715786,-0.007762255,-0.010828029,-0.001632944,0.01487885,-0.183349442,0.015888722,-0.001161694,-0.004145467,-0.006157708,0.000493809,-0.004709565,-0.000632539,0.000580191,-0.001267096,-0.00146377,-0.001308243,-0.001825269,-0.005545615,-0.005505753,-0.000149655,-0.00088163,-0.002290223,-0.00145808,8.33E-05,0.001102075,-0.008606433,14.994
12/1/16,0.002266445,0.002798614,0.006635653,0.012028868,0.013726397,0.006144841,0.008683534,0.013737697,0.014519331,0.003286055,0.01790102,0.011204177,0.002772536,-0.00181029,-0.012142815,-0.000410694,0.124177885,-0.001078674,-0.0052,-7,0.002432854,0.001077748,0.001335039,0,0.4,-0.021018008,-0.021496155,0.042153096,0.113360918,-0.002684565,0.025907665,0.001472734,0.000504617,0.00234153,-0.000733084,0.00105276,0.001040312,0.001073307,0.001625615,0.002014173,-0.000586348,0.001606811,0.003111912,0.001211278,41.2,-0.1,41.9,7.132497552,4.49980967,5.398162702,6.318968114,5.955837369,7.129297549,4.787491743,5.209486153,6.415096959,5.811140993,0.008029403,-0.003595703,0.002030637,-0.03,-0.010670505,-0.002901683,0,-0.043450416,-0.070461803,-0.069526132,-0.004189785,-0.00162415,0.000228476,0.000137397,0.037015573,0.027171987,-0.06639075,0.033544466,0.13,0.16,0.06,0.06,0.13,0.36,0.35,0.2,0.12,0.33,-0.03,0.09,0.33,1.42,1.95,3.52,4.29,0.022921081,0.067349122,0.004093925,-0.007096732,0.010823357,0.014701481,0.004862384,0.063413606,0.215834644,-0.04246786,0.001343088,-0.00398662,0.008243113,0.000977957,0.00414359,0.001040539,-1.60E-05,0.001512544,0.002040922,0.001371815,0.001438752,0.005486085,0.00416991,5.11E-06,-0.000878156,-1.45E-07,0.001455958,-2.64E-05,0.000661301,-0.000394406,12.3985
1/1/17,0.003294246,0.003439072,0.000697818,0.002507707,0.010212685,-0.001734457,-0.005206924,-0.007730065,-0.01255016,0.002952014,-0.017189319,0.000818536,0.002859443,0.009184178,0.005553018,0.002129149,-0.092909926,-0.008578403,0.2005,-347,-0.040837182,-0.000363297,-3.29E-05,0,-1,0.029303059,-0.039995695,-0.012329812,-0.03609908,0.003220615,-0.033054198,0.001463702,0.001613066,0.000167043,0.003221558,0.000889932,0.001039231,0.000643432,0.001440126,0.000877642,0.000896629,0.002207513,0.003459592,0.000537875,41.1,-0.1,41.9,7.081708586,4.779123493,5.262690189,6.481577129,5.416100402,7.170888479,5.068904202,5.272999559,6.490723535,5.66296048,-0.002011635,-0.003985774,0.002063554,0,0.019155148,0.003009701,0.001486716,0.045358562,0.079249843,0.078540401,0.001895433,0.003195821,0.000344149,-0.000283797,0.012601483,0.014610639,-0.015509727,0.0009517,0.11,0.03,0,-0.02,-0.04,-0.04,-0.06,-0.14,-0.17,0.25,-0.14,-0.04,0.18,1.27,1.78,3.27,4.01,-0.011742204,-0.009754476,-0.009336084,-0.011763954,-0.000584523,-0.000606975,0.005842491,-0.033333433,-0.119297447,0.02163375,0.001513585,0.002204888,0.005479629,0.000677174,0.004005432,0.004316212,0.000308884,0.001528119,0.002511927,0.001588822,0.001895884,0.006514448,0.003803383,0.000601064,0.002188471,0.004936261,-0.000971109,0.000258123,-0.002373354,0.004889255,11.6213
2/1/17,0.002593597,0.003135076,-0.000134158,-0.001464265,0.000143634,-0.003216799,-0.006476377,-0.009008713,-0.01348974,-0.003363922,-0.016550532,0.00064749,0.001069171,-0.00196561,0.003501627,-0.000245169,-0.111953299,0.000926895,0.0366,306,0.050540815,0.001496186,0.002153419,-0.1,0.2,0.035262012,0.045648088,-0.077352891,-0.14831976,-0.034345158,-0.05800255,0.001303844,0.003117931,0.009641032,0.005976259,0.001131496,-0.000519481,0.00385192,0.001017181,-0.000585009,0.000499694,-0.002238995,0,0.000448009,41.2,0,41.9,7.147559271,4.727387819,5.192956851,6.469250317,5.80814249,7.125283092,4.682131227,5.505331536,6.416732283,5.624017506,0.017298181,-0.001024383,0.001713256,0,-0.011558216,-0.000359787,0.003570092,0.023180278,0.035038867,0.036686396,0.000725528,-0.002251777,-0.00107841,1.10E-05,0.023796842,0.023861566,-0.037741829,0.01342819,0.01,-0.03,0.01,0.03,-0.01,-0.02,-0.01,0.03,-0.02,0.21,-0.14,-0.02,0.16,1.24,1.76,3.29,3.98,-0.006472515,-0.017214124,0.01029693,-0.005629104,-0.005124415,-0.007287657,-0.00488799,-0.037251986,0.008161039,0.018824882,-0.002443535,0.001229098,-0.017192016,0.001497726,-0.007327021,-0.003900501,7.74E-05,-0.003036607,-0.003792567,-0.002803423,-0.002180587,-0.004742038,-0.007173294,-0.000267869,-0.003064321,-0.007972178,-2.35E-07,-0.004662242,-0.003486356,0.003622126,11.4539
3/1/17,0.003659159,0.003937632,0.004435547,-0.002344228,-0.00248905,0.006631233,0.005652066,0.007459554,0.007218908,-0.009394444,0.012230503,0.007831164,0.00791201,-0.003816881,-0.000806443,-0.002972934,0.123915623,0.006804226,-0.1564,-112,0.018891714,0.001737522,0.003829228,-0.2,-0.4,-0.076101196,-0.027620803,-0.048049698,-0.00778214,-0.072445461,0.015086493,0.000973343,0.001906196,0.007744951,0.003047234,0.00104953,0.000908914,0.001280683,0.000825698,-7.32E-05,0.000361692,-0.00110247,0.001428062,0.000134363,41,0.1,41.8,7.081708586,4.753590191,4.955827058,6.453624999,5.693732139,7.162397497,4.882801923,5.252273428,6.463029457,5.786897381,0.000676011,-0.001912501,0.002029584,0.01,0.010564521,1.08E-05,0.005631251,-0.01219952,-0.028552421,-0.030031749,-0.007796035,-0.000252485,-0.000198452,0.000144416,0.00686506,0.017640708,-0.021314922,0.006164893,0.13,0.11,0.22,0.23,0.19,0.11,0.06,0.06,0.04,0.19,-0.05,0.08,0.22,1.22,1.69,3.22,3.89,0.000499376,4.34E-05,-0.011915446,0.02098507,-0.003554462,-0.004326812,-0.006902071,-0.031638223,-0.098895913,-0.037436964,-0.002058701,0.002574563,0.00056528,-0.002350717,-1.69E-05,-0.00274029,-0.003248712,-0.002286956,-0.002574971,-0.002039728,-0.002085255,-0.003637522,0.000287256,-0.002578616,0.003494788,0.006445792,0.001934938,0.010110096,0.007253037,-0.002697932,11.7747
